ID;Age;Gender;Job;Area;CitySize;FamilySize;Income;Wealth;Debt;FinEdu;ESG;Digital;BankFriend;LifeStyle;Luxury;Saving;Investments
19;89;1;2;1;1;4;0.439562518681019;0.565258147581232;0.373398266647037;0.490026859846681;0.755133272701493;0.626048556509515;0.575439392022892;0.44349067873519;0.560007948089921;0.557570379547522;3
20;76;1;1;2;2;2;0.170715021109264;0.322017103119885;0.0272480528421192;0.198929855292952;0.605085198398077;0.275688004248422;0.69517051793709;0.205316591681395;0.295674961206988;0.217303071391326;2
21;43;0;2;1;3;2;0.909592745462104;0.875026365562902;0.42652573034953;0.640652292864354;0.661700528783152;0.849258382800803;0.869197093776575;0.865333269314093;0.795083936872338;0.682643538127516;2
22;48;0;2;1;3;2;0.608997010707327;0.82074957171606;0.868702153227079;0.773911655198591;0.578727370353247;0.778967662853534;0.697551181314559;0.505494976978463;0.720211308430832;0.521931611975115;3
23;66;1;1;1;1;1;0.780165180041224;0.59806610768092;0.769826399944874;0.670333201509695;0.482045536331506;0.323552140795897;0.52309530513684;0.388102255959336;0.0865243197880748;0.628470283310142;3
24;75;0;2;2;2;2;0.905213268728061;0.922491860972662;0.519354182664675;0.657601762125145;0.704482794197685;0.685831541217044;0.718587033512968;0.924088689074174;0.877959213800614;0.569276947054213;3
25;47;1;2;2;2;6;0.665135931674592;0.810796347935796;0.350145861108601;0.488367804299584;0.749006582308136;0.573246986661367;0.774013403326287;0.679457969221257;0.65936041980399;0.859473801215958;1
26;89;1;2;3;1;2;0.540324266466922;0.654390151503383;0.344762228352833;0.596183254956405;0.616491104198068;0.554984434361595;0.573299389122341;0.501358994531073;0.290245422900522;0.487052336280442;3
27;51;0;2;1;2;1;0.329711553058143;0.723900541288495;0.550586876791678;0.458905633015954;0.336703163451387;0.485600414658184;0.487266625541895;0.750339797859216;0.333648539910674;0.658053784316999;1
28;55;0;2;1;2;5;0.305777605502196;0.624935686079572;0.487179035201457;0.556725827487956;0.410066423266201;0.347397252396313;0.596684874464327;0.629342500409903;0.577590921272079;0.35050322393332;1
29;44;1;2;1;2;1;0.80289651981842;0.574438689351506;0.541636303275469;0.717710854333186;0.760959188984648;0.936414736617979;0.390415859814174;0.630204986660923;0.758947705149909;0.275784537619148;2
30;78;1;5;1;2;1;0.808715446587985;0.755268374981074;0.253182991486752;0.422790909397638;0.701309782405534;0.119560272484096;0.841606659585838;0.390859220630066;0.53215262632885;0.485681237199505;2
31;51;0;2;1;3;4;0.385202185058812;0.377591090807224;0.413899858576006;0.570442886571763;0.318924089127715;0.199864379603752;0.469037390476833;0.433692177506796;0.200770678446836;0.452727790601116;2
32;80;0;2;2;2;2;0.283733251796883;0.314554796853245;0.351928107074889;0.499151840046916;0.308909014994585;0.745819118473372;0.549965572494844;0.425813260643982;0.400308252899229;0.384371891740699;2
33;91;1;5;1;2;1;0.549145747467203;0.541434155405296;0.190364526419558;0.480746726329651;0.762451522058766;0.616111297342926;0.821457439945652;0.256253482104697;0.219669226156358;0.234874154570351;2
34;82;0;5;1;1;1;0.551239946960743;0.535429638197892;0.152387906749904;0.514337562424239;0.433471437818775;0.356651455875413;0.667684545817203;0.183097259490362;0.254967026999705;0.247486063043939;2
35;31;1;2;1;1;2;0.427076755787755;0.0593554150064552;0.300915680252551;0.383691731804827;0.570348519944954;0.477939566733284;0.438521580384721;0.61280886333588;0.171492900312149;0.607521074850571;2
36;87;0;5;1;1;3;0.78629163399591;0.705473014372341;0.671269443945399;0.669366550893288;0.680377479440522;0.525819981644065;0.676690533169709;0.335085357165756;0.164597963252901;0.641923823997405;3
37;24;1;2;1;2;1;0.668364269108805;0.386913590330147;0.255510863798908;0.416360651843841;0.3422707706042;0.921813787067248;0.757075708078792;0.901504133488247;0.619751518736818;0.249460682750009;1
38;70;0;1;1;2;1;0.0864225048119058;0.844713469733439;0.143021504056282;0.342294362884676;0.638883514561331;0.232169162852319;0.691249307936374;0.342064285351501;0.252786497570731;0.416870731405881;2
39;83;1;4;1;1;4;0.323127432241427;0.283860468814689;0.118735955953201;0.217000506758532;0.594119813572674;0.233639563939159;0.314605938493152;0.17959850618718;0.0518433568928685;0.159635241976609;1
40;93;0;2;1;1;4;0.689449217007894;0.301980456584555;0.585879930025269;0.458448289016795;0.530234807999493;0.5297377449583;0.251212201631069;0.178704613076299;0.639420130647555;0.687305308950012;3
41;86;0;2;1;2;2;0.69521305801552;0.777551934174037;0.559898131949004;0.409876456188131;0.379569868019027;0.485363947119802;0.792198223511771;0.572493335465655;0.764429737745863;0.776883637886988;3
42;92;0;5;1;1;2;0.400992390363626;0.330156619719225;0.151587087370891;0.268242217789095;0.565700425914539;0.315296253396755;0.469849638867781;0.144832600198357;0.142589200605703;0.287190709630052;1
43;48;0;2;2;3;4;0.799361646253697;0.927865373714138;0.467048616887499;0.635474001957636;0.630098242523821;0.681953860142488;0.788179253581126;0.574837187407343;0.862577632961529;0.800695640956023;2
44;20;1;2;1;2;1;0.820072402982362;0.471917023128015;0.321223288772766;0.507693118482624;0.827785826306508;0.50479214705108;0.722194321773991;0.816515537298235;0.358038223200343;0.704419165754867;3
45;92;1;5;1;3;5;0.610871863373232;0.289357627523033;0.804807437066726;0.50818018686223;0.413968968566815;0.326927105183947;0.768989770762933;0.340636637203492;0.420321883547268;0.399189027449163;3
46;61;0;2;1;3;2;0.804305987544727;0.914499180918129;0.651015372513245;0.867906430875519;0.671730168980343;0.751446355375683;0.822772015602868;0.762732643949561;0.61696604632665;0.657105597614839;3
47;44;1;2;1;1;1;0.674694148264265;0.628634766555041;0.60992194408568;0.581673978900649;0.874189267019673;0.606127944064699;0.235433636257034;0.714751615252536;0.687749550255761;0.68950073593861;1
48;55;0;2;3;1;2;0.286976173429897;0.362279718447473;0.386809053930818;0.262667569629069;0.558016608790238;0.318836650405098;0.287697985540205;0.423151742510574;0.348511337379277;0.335589855775114;2
49;80;0;2;3;2;4;0.398449926716074;0.269908804978811;0.811865941676006;0.483252196120798;0.518521553434228;0.585737590996342;0.58921802594153;0.718201048298701;0.38147528929069;0.533171420009424;1
50;72;0;5;1;1;4;0.101731929834155;0.175075936028222;0.0709067589569877;0.299694950213077;0.466139020419818;0.0924521154145116;0.692456026738067;0.386092110687843;0.182290991400457;0.484764513679749;1
51;58;0;2;1;3;4;0.579364395460872;0.516681400756402;0.576358553060647;0.689488724109969;0.751625507910204;0.909941229128403;0.895732914894269;0.90042838642279;0.863215338298358;0.606514600178521;3
52;51;0;2;1;3;1;0.879331350863465;0.647821818304511;0.687863360734106;0.731876422916241;0.646801486796547;0.764291159950926;0.772418477865752;0.815869875259588;0.866571391779105;0.499718112832819;2
53;95;0;5;2;2;4;0.328306277238447;0.387583508628713;0.205458982978313;0.332127892637583;0.341490803325425;0.223535476249313;0.552058053220777;0.361325828498969;0.222009184117082;0.0708349538985718;1
54;73;1;5;1;3;2;0.590578222548279;0.881417853178532;0.258576529419751;0.327546441637797;0.72141301169397;0.0674068185627288;0.242283143422127;0.341445454023741;0.688400777571208;0.480946835795931;3
55;59;0;2;1;2;3;0.739720265470132;0.623935596130831;0.787643809187499;0.79961748727324;0.502081979428818;0.765480966810022;0.827861109195547;0.659897621206411;0.827953381680218;0.594319175241302;3
56;80;0;5;2;2;1;0.446864893525342;0.611236515446526;0.356705401859061;0.497225964018761;0.796551259448954;0.0859617050061837;0.51148554031466;0.176575387840456;0.494705644203708;0.562937058458306;1
57;86;0;2;1;1;4;0.492168729957451;0.678721163807761;0.223307714802512;0.658462217177621;0.799463966200824;0.582971081567203;0.514692482153738;0.72853913900799;0.279160376138928;0.567381371973713;3
58;91;0;2;3;1;4;0.248182517008521;0.483112921490933;0.447709273635156;0.422979779897146;0.440177096643414;0.583941289129901;0.564020331576765;0.30126809329675;0.526634928944218;0.437724649942032;3
59;57;0;2;1;3;1;0.833244887314943;0.879550865680998;0.281954649403914;0.793814193979046;0.838642087633167;0.815970730587565;0.790202724304237;0.737932292121578;0.96200178643137;0.619624679742371;1
60;30;1;1;1;2;4;0.577114733996501;0.712662302634274;0.154583731491465;0.355741797778816;0.301986986499367;0.880390488814431;0.459935347179244;0.899195024962884;0.854693392172457;0.149129297883254;1
61;43;0;2;2;2;5;0.353986926501219;0.459211460603568;0.31692025692654;0.339431435049423;0.4528788645219;0.216554674717103;0.335643219856336;0.0712621018001573;0.291844072869122;0.524628452660114;3
62;48;0;2;3;1;4;0.0939809889327499;0.697764368696308;0.633475484588015;0.416571899536986;0.457107790286713;0.878431006597657;0.77293374175122;0.198232225326585;0.169810719374611;0.447436585062679;2
63;89;0;5;1;2;4;0.435027608787032;0.559970175802835;0.331453186103529;0.500147470138193;0.773741274252047;0.532402360916226;0.772420649721032;0.303754316241528;0.513884330874206;0.647072467030005;3
64;94;1;2;1;2;2;0.67926698191555;0.510240939672301;0.18000053829505;0.443270319780398;0.702178251915311;0.129976237688931;0.529081609506646;0.316392916876855;0.238390460482688;0.767055041147835;2
65;27;1;1;1;3;2;0.635389705501798;0.611533189312695;0.639087918486406;0.322675178720156;0.559145379601217;0.49842484617311;0.569560650446358;0.202182753614823;0.220160303412892;0.883530598053237;3
66;93;0;1;1;2;1;0.253762137867594;0.220337187700502;0.058085751988069;0.438397473800559;0.665201699476349;0.358401197784154;0.672166903746669;0.250975317464087;0.1513904795595;0.242474542242588;1
67;51;0;2;2;3;4;0.20890442615879;0.680413200437103;0.617713398637078;0.332292835684541;0.690946342744223;0.432602575909398;0.695701058351499;0.190638259387806;0.197325977623432;0.775081715990843;2
68;44;0;2;1;2;3;0.879586411267108;0.67033370768839;0.44745908641077;0.363917431984827;0.788942978274438;0.692128183598863;0.777503848613745;0.55503096836231;0.494336460785461;0.732298657132162;2
69;31;1;2;2;2;6;0.584158799463929;0.449087847579054;0.29039969689283;0.654335035781706;0.661447309311418;0.306744585353587;0.694222009639742;0.476205850252121;0.737232410979646;0.663882420301503;1
70;71;0;5;1;1;1;0.170969912615405;0.399739806835247;0.123983014040226;0.215962014779404;0.457088269809012;0.4897751776869;0.887590662348509;0.307473331010103;0.0434468252631248;0.233412958699094;2
71;68;1;2;1;1;2;0.687673864422403;0.827668026652421;0.555510691685369;0.41887860156018;0.451699200260796;0.649756259481728;0.691846051701607;0.340832034290769;0.718681558148231;0.627711865862085;2
72;64;1;2;3;2;3;0.754037160123411;0.930701616838655;0.470588350039869;0.902648049953456;0.774846787780544;0.85482443916247;0.759082427102883;0.681166795924721;0.856373703046586;0.729245313939431;2
73;64;0;2;1;3;2;0.848970038775467;0.765593945760479;0.523663489592758;0.475980522832896;0.640042656099489;0.919752542499514;0.712571578769029;0.780902747711463;0.761957709367777;0.573529852575619;3
74;58;1;2;3;2;3;0.343802627419593;0.637961581637144;0.305523043281023;0.66170834906887;0.621559207500584;0.551845860178565;0.473735232754586;0.359505027424103;0.292560760368732;0.422225030967509;2
75;66;1;5;1;2;2;0.647429323718499;0.302799427229953;0.104757357570166;0.194108585892823;0.738111853011627;0.272034046269428;0.563753225062025;0.103767826617578;0.043441807232392;0.395942643280631;3
76;87;0;2;1;1;5;0.475438555349483;0.652823757066683;0.61707013752587;0.305148087954735;0.629624097268294;0.593870551992812;0.742355968700989;0.679939019625373;0.610396050386778;0.621070189289464;3
77;80;0;2;1;2;6;0.670081722476118;0.628144666575668;0.321948756174656;0.386870772949797;0.462450292163276;0.488503789188429;0.694909662914196;0.485938763292104;0.56395000098808;0.570537077763931;3
78;60;1;2;1;1;6;0.583864707508087;0.604600937252885;0.359584297273775;0.672172350203628;0.477272235859896;0.518562541236724;0.632597716206938;0.662023048896321;0.220646035493853;0.737668947973292;3
79;94;1;5;3;2;3;0.519608171460576;0.586674050104058;0.574021673556978;0.523932860989941;0.704811039569708;0.237543327101176;0.757984541865248;0.230967990341987;0.617170893040096;0.386316690913809;1
80;83;0;5;3;1;1;0.575093964269553;0.440329564168134;0.0950872681236796;0.281425199379802;0.516315967581459;0.331743757452951;0.77930134565459;0.38716711543188;0.28997044716466;0.159097591771053;1
81;92;0;2;1;1;2;0.636502705103184;0.320510257470757;0.58187647800742;0.437317837677452;0.604736373475665;0.427532226188913;0.583163327634004;0.386415412765323;0.163958394485212;0.674851251082359;1
82;67;1;1;2;1;2;0.338111294048321;0.231702899847743;0.202190356374967;0.338070829786358;0.364515003977909;0.23664850889146;0.839335231675076;0.144777230413404;0.0738065859298812;0.450290440495225;2
83;64;1;4;1;3;1;0.358722363054823;0.500000467963185;0.447550749888496;0.655984589264302;0.828559757399652;0.855662273566284;0.55061696151187;0.66502068371316;0.483252609721171;0.664618784722635;2
84;72;0;2;1;3;3;0.491947814496218;0.673687039443655;0.426629408474476;0.458148899853953;0.41236822485151;0.709720019641941;0.523606459412755;0.34329395818103;0.787505156702267;0.849630212016095;3
85;21;0;2;1;1;3;0.388990959147773;0.795178557846942;0.324642385170381;0.435016822635893;0.672091638363771;0.622538385611616;0.606005937702922;0.765070880409738;0.456494592129622;0.672508248624789;1
86;73;0;2;1;2;4;0.817795021069551;0.727295327070312;0.526975531507402;0.728064772447053;0.722256183480922;0.858501838630626;0.782661240247652;0.623255154653921;0.896701600197132;0.893225168303484;3
87;72;0;5;1;2;2;0.511478770003003;0.392050407772715;0.110971798040172;0.319416425000886;0.416463457121687;0.127088099371169;0.697526239381168;0.423079071036367;0.251310814736946;0.403786996970249;2
88;58;1;5;1;2;3;0.36125663443851;0.350398986969879;0.36677120215704;0.458370110096469;0.4647464352847;0.468214181373902;0.575351881457188;0.232708207547542;0.505812202815897;0.631164947250825;2
89;64;1;2;1;3;3;0.852112514268948;0.898478205296709;0.505299062183017;0.668332278078992;0.825942583336115;0.699378591780649;0.891442324021622;0.662511412149828;0.864490567668023;0.618483314207245;3
90;90;0;2;1;1;5;0.245592999872852;0.188619461653725;0.579872495803764;0.597671866917983;0.156795925169283;0.373634889948874;0.704691590841472;0.285764537858552;0.159655070352936;0.824425382528643;3
91;57;0;3;1;3;2;0.649820119125828;0.574309463363767;0.226366382559459;0.572102845251719;0.677905819074597;0.861176834704976;0.726818296117822;0.256817747687336;0.528098038494798;0.857068167077266;3
92;36;1;3;1;3;1;0.62026306028876;0.5016779812507;0.491429541663094;0.706732918889707;0.89881117091422;0.702948241311957;0.511570668867629;0.684731833456191;0.68360731500761;0.538225497370249;3
93;54;0;2;1;3;1;0.870947118767128;0.861565787664291;0.494693569963905;0.778242079475946;0.718937476966257;0.808896630285509;0.805448252530788;0.553116160529944;0.808743319118088;0.805431151311142;3
94;75;0;2;2;2;2;0.725969557469969;0.961059342560537;0.815914770548984;0.401436579022801;0.564249847759486;0.690790803017376;0.806906463250739;0.586865765404802;0.187854511479488;0.5831570667899;1
95;52;1;2;2;3;4;0.602429056048883;0.482108683995662;0.598726570109002;0.637077984036819;0.259800793937825;0.552490723542498;0.523696955092648;0.497819966228075;0.544085258252185;0.436192930706723;3
96;93;0;2;1;3;2;0.572442597435859;0.745921658336799;0.792399633555758;0.23954164954399;0.731582325882345;0.720278771836115;0.493800371267768;0.572823562949305;0.412613855049995;0.36504868784158;2
97;28;0;2;1;1;1;0.460299530955587;0.443752956297931;0.412914768497507;0.575447697581252;0.423941369827668;0.427982553910487;0.766681111550219;0.328795685696945;0.681543281703214;0.482071083666272;3
98;32;0;2;3;2;5;0.682592430224059;0.481850577863902;0.624564599217405;0.536277632289822;0.665035786701489;0.296462299108033;0.642659841770216;0.115637047451667;0.492738846323167;0.456070546330097;3
99;79;1;1;1;2;3;0.419839257372437;0.479402757563853;0.105815581649433;0.474743559509875;0.658199834481928;0.336037216382669;0.493368750692709;0.331525057360048;0.34175219751622;0.22320250031353;2
100;55;1;2;1;2;1;0.337988221115566;0.507733936220764;0.468739442567194;0.645606536819511;0.617718563974148;0.456863407033397;0.541249442873574;0.549338411629953;0.604481498091228;0.528393175455062;3
101;47;1;2;2;1;1;0.206049553245836;0.69607106408423;0.597059275926867;0.538028147483639;0.356524151123263;0.320950838128845;0.482737875588986;0.300772000466338;0.385641423283614;0.52700382309799;1
102;41;0;2;1;1;4;0.83432056632865;0.881409767514228;0.523065222817293;0.760301483331336;0.580867638051214;0.589046393356221;0.83482482433762;0.478601401949282;0.882306469969263;0.329597338109794;2
103;43;1;2;1;2;3;0.66760698972063;0.714957810218341;0.49245848693542;0.731768821460404;0.428652376638273;0.831571466483385;0.85739431480399;0.778190989486482;0.652768892589126;0.337358192376454;2
104;31;1;2;1;3;1;0.936792980143261;0.833544286928245;0.621835530953246;0.37285644223912;0.880842929287986;0.663891122958934;0.587114797783376;0.806409377960797;0.744777235535026;0.660649806353913;2
105;47;0;2;2;3;2;0.899417542093633;0.928853407861135;0.523353333017787;0.728472447459165;0.726164953719536;0.748655206583174;0.778140794124915;0.477913176090768;0.862115533384971;0.499403371606524;2
106;61;1;2;3;2;2;0.546902869021614;0.69635641878462;0.691610425796247;0.422149429645894;0.647595231223462;0.620608530350463;0.592122740219813;0.421677401873717;0.3976851218085;0.611671654979451;1
107;53;0;2;2;3;1;0.862220655768551;0.959057859394886;0.515427197202391;0.691524784571878;0.794621782854177;0.844910573852747;0.778721112922329;0.529188009371715;0.726464334357759;0.629362413357319;3
108;57;0;2;1;2;3;0.885197438170273;0.886646290063915;0.814097648022015;0.779338729143024;0.689341099437319;0.910338757305478;0.88768224182295;0.639339700619932;0.900054661488132;0.700450336101978;2
109;51;0;2;1;2;1;0.883954842191336;0.861097160598828;0.677028143280967;0.773573741208207;0.789496534449838;0.695176133522072;0.817239608603302;0.489265666471726;0.695440665573726;0.383816703272457;3
110;58;1;2;1;2;1;0.459638270274868;0.505176533955911;0.616269761527196;0.423343517235742;0.740172434894642;0.492252088394914;0.615024786182179;0.754990381887687;0.816267781877662;0.658540356574776;2
111;23;1;2;2;2;2;0.705248809775945;0.787792919352556;0.102348792380003;0.0814566684683987;0.297351452321775;0.940283472559332;0.776505254737551;0.742915229591257;0.594200765336859;0.0278661228399632;3
112;83;1;5;1;1;2;0.0954419962488258;0.399450023012924;0.0894260028928776;0.564956159499881;0.324681977101739;0.356323441378346;0.564998610795072;0.280642271943162;0.424454216457307;0.389241857763869;2
113;36;1;2;2;3;1;0.453355049349666;0.388867512950508;0.352262321655273;0.68600777101921;0.856398537677003;0.626561995826105;0.833428782063746;0.25677647358758;0.511586001557703;0.707507239317985;1
114;73;1;1;1;1;1;0.485006544246469;0.367095300644684;0.394013828072523;0.46188679975629;0.818771975508912;0.58493552159668;0.526156595713501;0.59966318908469;0.47784802382444;0.671664020928298;3
115;27;1;2;1;3;1;0.630604212040007;0.916735376134451;0.976150266838677;0.672873508362187;0.70480135389322;0.683245543092602;0.524589658893123;0.833503315932497;0.905888505960073;0.592414341743739;3
116;77;0;1;1;3;3;0.148499838328221;0.390614724436115;0.593462229039461;0.519589741196355;0.554316665968754;0.648445802027498;0.586398383590686;0.432893311183614;0.322644455682496;0.674549289400921;3
117;51;0;2;1;3;3;0.883531198739611;0.862473877541315;0.406804471860315;0.824108661340777;0.793788363790774;0.870312765000991;0.812347435304359;0.578499508042348;0.992922641564299;0.479043464028338;2
118;56;0;2;1;1;2;0.482064046832463;0.79477402286674;0.519377589632547;0.545576403264128;0.466720770222522;0.372763537905674;0.565458489172219;0.774259708508225;0.539245572572468;0.51487721858316;3
119;73;1;2;1;2;5;0.701040466773687;0.395988318004127;0.347053943430717;0.429529246000352;0.260266618777777;0.346184914847639;0.720268135178854;0.195593480735313;0.478664486072816;0.686116620522871;3
120;62;1;1;1;2;3;0.784900833520743;0.513090889875311;0.338829528818944;0.241137012424048;0.20488116088752;0.665824029097087;0.55679764172104;0.756281843955484;0.550036370794101;0.228843148132502;1
121;82;1;5;1;2;1;0.561451060674693;0.349534755233119;0.132428420397616;0.230789027488579;0.509989538251911;0.120256058646948;0.68225679262876;0.200489854415782;0.31910287114843;0.174669505523912;3
122;55;1;2;1;1;1;0.524188326355174;0.844529834289051;0.515849118773706;0.581271446457685;0.610662711972186;0.447092877468683;0.471435842869285;0.341524527681562;0.510511308611735;0.676157120927491;1
123;24;0;2;1;2;2;0.811984785950516;0.577305340078264;0.284512075856435;0.525907935695048;0.616202134121431;0.606160279090588;0.425939158396869;0.569133724264337;0.389988884002093;0.70747576170529;2
124;94;1;1;1;1;1;0.543848897341226;0.22016721472356;0.0643157721803847;0.598805777188346;0.603912654396999;0.368622774820887;0.759388451666557;0.230231056550443;0.282156199807734;0.292743216154162;2
125;37;0;2;3;1;2;0.524542950452755;0.404440936381336;0.528770488108199;0.535575958657482;0.455914404249353;0.477275349854799;0.532948762929207;0.289211366249796;0.532610018182951;0.555712031106563;3
126;26;1;2;1;2;4;0.289483986728931;0.710044650211599;0.436127294091445;0.466847524402206;0.641406632055423;0.694615579385199;0.470034162507239;0.668757100663889;0.313903156575931;0.490594004610868;3
127;55;1;2;1;1;2;0.457923440159959;0.516855929619848;0.437270765620502;0.420123281457716;0.58866974281196;0.495902820279547;0.465753308656186;0.291071334181731;0.413437073163196;0.410611038394148;1
128;49;1;2;1;3;3;0.844917206360533;0.912964472474223;0.5362822666537;0.836896712265951;0.914472734531813;0.734409352091465;0.833311110890449;0.849863884674952;0.912760862585678;0.666368160334153;3
129;60;0;1;1;3;2;0.807441442841488;0.840883775074879;0.563068131485772;0.846165018525588;0.709866425900519;0.597342826733864;0.935090799369845;0.858852250984;0.827356129405475;0.429654789297758;2
130;48;1;2;1;1;3;0.747601666514189;0.825298942399924;0.704462629810071;0.41089182979479;0.35082029127594;0.505643652921354;0.691523819759911;0.376007490466234;0.357559369317286;0.485644137511782;1
131;77;1;5;1;2;3;0.382205781931064;0.680702162348584;0.0518898667388715;0.578299020016343;0.482485267262421;0.166475924591914;0.771428917697512;0.384516266118895;0.141778971571122;0.255317579618148;3
132;78;1;5;1;1;2;0.332957747700543;0.680967201876176;0.242007300263102;0.349913708397395;0.356423122585246;0.348269510606287;0.450733168526396;0.245141002953285;0.148057705334282;0.31463548862202;2
133;89;1;2;1;2;2;0.570100825208732;0.84637446810856;0.341106695334455;0.443508800760054;0.525975063520328;0.368953948971185;0.404598005274003;0.32927381876938;0.522006414344067;0.596975309493923;3
134;32;0;1;2;1;1;0.549488331764565;0.417068519462438;0.331466527360731;0.714193702422947;0.247222901167605;0.409810050676763;0.446836657540262;0.434339020098498;0.432021031499004;0.533046132333561;1
135;87;1;2;1;1;3;0.218044236081152;0.708100501368646;0.376541992217792;0.437349315709744;0.296534851440901;0.718674254918657;0.77844632228741;0.270274168093843;0.189091521998242;0.635855145252313;2
136;67;1;5;2;2;1;0.192806905296676;0.248163926622089;0.0615168187239455;0.131674685041665;0.347096927816983;0.20456424304505;0.493186283434055;0.0466492331794965;0.321363889648255;0.0962341958964284;2
137;63;0;2;2;2;1;0.752513637696957;0.896668013572678;0.69490078182521;0.755993169511164;0.743591630880134;0.683138352980071;0.878154923944369;0.872766317081605;0.779562763785178;0.851445190666246;3
138;88;0;1;1;2;6;0.551813567169337;0.719675063160841;0.618146873990048;0.385915751078286;0.466448211103734;0.418015019472329;0.50971775172693;0.320666132895675;0.51744912822623;0.644602527908843;3
139;30;0;2;1;1;5;0.220685625784993;0.381446033613946;0.630936795743233;0.497512240414628;0.372618865296814;0.304977364607358;0.495205097584359;0.247280509122916;0.434596785482124;0.699556588245525;3
140;29;0;2;2;2;3;0.388474787968833;0.721497147950022;0.564910329124279;0.535970268955052;0.450566088043796;0.567546295740843;0.731267334508177;0.500084681840165;0.180891189908777;0.529485310516289;3
141;62;1;2;1;3;4;0.461564755427662;0.443848558423455;0.520586772917636;0.54039122891145;0.577544861095806;0.623743391330796;0.806910217123556;0.68180880279917;0.527753917470911;0.503965599469564;1
142;63;1;5;3;2;5;0.555662684745483;0.429693969048131;0.585280811370576;0.547065950665026;0.72307690572945;0.366232409259611;0.772334547033971;0.408191927500769;0.762979534501995;0.513120196377555;3
143;66;1;2;2;1;5;0.258840952048521;0.323393922365547;0.333525796761385;0.376211023569417;0.325642084091032;0.587797162833285;0.371219033820358;0.252763912921817;0.26830873260201;0.324784745594991;1
